smiles,c_index,x_index
Br[C:18]1=[CH:19][CH:17]=[C:15]([CH:13]=[O:14])[S:16]1,1,0
I[C:9]1=[C:6]([NH2:8])[CH:4]=[C:3]([O:1][CH3:2])[CH:5]=[CH:7]1,1,0
I[C:7]1=[C:6]([CH:4]=[O:5])[CH:8]=[CH:10][CH:11]=[CH:9]1,1,0
Cl[C:23]1=[N:25][C:22]([CH3:24])=[CH:20][C:19]([CH3:18])=[N:21]1,1,0
Br[C:5]1=[C:3]([C:1]#[C:2][C:4]2=[CH:7][CH:11]=[C:14]([Cl:15])[CH:12]=[CH:8]2)[CH:6]=[CH:10][CH:13]=[CH:9]1,1,0
Cl[C:1]1=[C:2]2[C:4](=[N:8][C:6]([S:10][CH3:12])=[N:3]1)[N:7]([C:11]1=[CH:13][CH:15]=[CH:17][CH:16]=[CH:14]1)[N:9]=[CH:5]2,1,0
I[C:7]1=[CH:5][C:3]([F:2])=[CH:4][C:6]([F:8])=[CH:9]1,1,0
Cl[C:11]1=[C:8]2[C:6](=[N:9][C:12]([S:14][CH3:15])=[N:13]1)[N:5]([C:1]([CH3:2])([CH3:3])[CH3:4])[N:7]=[CH:10]2,1,0
Br[C:17]1=[CH:18][CH:20]=[C:22]([C:23]2=[CH:24][C:26]([C:29]3=[CH:31][CH:35]=[CH:39][CH:36]=[CH:32]3)=[CH:28][C:27]([C:30]3=[CH:33][CH:37]=[CH:40][CH:38]=[CH:34]3)=[N:25]2)[CH:21]=[CH:19]1,1,0
Br[C:8]1=[CH:6][C:4]([Br:3])=[CH:5][C:7]([Br:9])=[CH:10]1,1,0
Br[C:43]1=[CH:45][CH:44]=[CH:41][C:38]([C:35]2=[CH:33][C:32]([C:30]#[N:31])=[CH:34][C:36]([C:39]#[N:42])=[CH:37]2)=[CH:40]1,1,0
I[C:6]1=[C:8]([NH2:9])[CH:7]=[CH:5][C:3]([C:1]#[N:2])=[CH:4]1,1,0
Cl[C:20]1=[N:17][C:14]([NH:11][C:7]2=[CH:4][C:2]([F:1])=[C:3]([N:6]3[CH2:9][CH2:12][O:15][CH2:13][CH2:10]3)[CH:5]=[CH:8]2)=[C:16]([N:18](=[O:21])=[O:22])[CH:19]=[CH:23]1,1,0
Br[C:21]1=[N:19][C:18]([C:16]#[N:17])=[CH:20][CH:22]=[CH:23]1,1,0
Br[C:30]1=[CH:31][CH:33]=[C:35]([C:36]2=[CH:38][C:40]([C:43]3=[CH:46][CH:50]=[CH:53][CH:51]=[CH:47]3)=[N:41][C:39]([C:42]3=[CH:44][CH:48]=[CH:52][CH:49]=[CH:45]3)=[CH:37]2)[CH:34]=[CH:32]1,1,0
Cl[C:5]1=[C:3]([C:1]#[N:2])[C:4]([C:7]2=[CH:10][CH:13]=[CH:16][CH:14]=[CH:11]2)=[N:6][C:9]([S:12][CH2:15][C:17]#[CH:18])=[N:8]1,1,0
O=[CH:10][C:8]1=[C:11](Br)[CH:9]=[CH:7][C:5]([C:1]([F:2])([F:3])[F:4])=[CH:6]1,3,4
F[C:33]1=[N:32][CH:30]=[C:28]([Br:27])[CH:29]=[CH:31]1,1,0
Br[C:18]1=[N:20][CH:23]=[CH:24][C:21]2=[C:19]1[CH:22]=[CH:26][CH:27]=[CH:25]2,1,0
I[C:8]1=[C:9]([OH:11])[CH:12]=[CH:14][C:13]([Cl:15])=[CH:10]1,1,0
Cl[C:22]1=[N:24][CH:23]=[CH:21][C:19]([CH3:18])=[N:20]1,1,0
Cl[C:10]1=[N:5][C:2]([NH:1][C:3]2=[CH:6][CH:11]=[C:16]([O:17][CH3:18])[CH:12]=[CH:7]2)=[C:4]([N:8](=[O:13])=[O:14])[CH:9]=[CH:15]1,1,0
Br[C:3]1=[C:2]([NH2:1])[CH:4]=[C:6]([CH3:8])[CH:7]=[CH:5]1,1,0
Br[C:20]1=[C:22]([O:23][CH3:24])[CH:21]=[CH:19][C:17]([O:15][CH3:16])=[CH:18]1,1,0
Br[C:16]1=[CH:17][S:15][C:13]([CH:11]=[O:12])=[CH:14]1,1,0
Cl[C:18]1=[CH:16][CH:14]=[C:13]([CH:11]=[CH2:12])[CH:15]=[CH:17]1,1,0
Br[C:1]1=[C:2]([F:4])[CH:5]=[CH:7][C:6]([F:8])=[CH:3]1,1,0
I[C:8]1=[C:9]([OH:11])[CH:12]=[CH:14][C:13]([CH3:15])=[CH:10]1,1,0
Cl[C:10]1=[C:7]2[C:5](=[N:8][C:11]([S:13][CH3:14])=[N:12]1)[N:3]([CH2:1][CH:2]=[CH2:4])[N:6]=[CH:9]2,1,0
Cl[C:11]1=[N:8][C:5]([NH:7][C:10]2=[CH:12][CH:14]=[C:16]([NH2:17])[CH:15]=[CH:13]2)=[C:4]([N:1](=[O:2])=[O:3])[CH:6]=[CH:9]1,1,0
I[C:45]1=[CH:43][CH:41]=[C:40]([C:39]2=[CH:37][CH:35]=[C:34]([Br:33])[CH:36]=[CH:38]2)[CH:42]=[CH:44]1,1,0
Br[C:13]1=[CH:15][CH:17]=[C:14]([O:16][CH3:18])[CH:12]=[C:11]1[O:9][CH3:10],1,0
Cl[C:1]1=[C:2]2[C:4](=[CH:9][CH:7]=[C:3]1[F:6])[N:8]=[C:10]([NH:11][C:12](=[O:13])[C:14]1=[CH:15][CH:17]=[C:19]([N:20](=[O:21])=[O:22])[CH:18]=[CH:16]1)[S:5]2,1,0
Br[C:6]1=[C:3]2[N:2]([CH3:1])[C:4]([C:7]([NH2:11])=[O:12])=[C:8]([CH3:13])[C:5]2=[CH:9][C:14]([C:15]#[N:16])=[CH:10]1,1,0
Cl[C:1]1=[C:2]2[C:4](=[CH:9][CH:7]=[C:3]1[F:6])[N:8]=[C:10]([NH:11][C:12](=[O:13])[C:14]1=[CH:15][C:17]([N:19](=[O:21])=[O:22])=[CH:20][CH:18]=[CH:16]1)[S:5]2,1,0
I[C:6]1=[C:4]([C:1]([NH:2][C:5]2=[CH:8][CH:12]=[CH:15][CH:13]=[CH:9]2)=[O:3])[CH:7]=[CH:11][CH:14]=[CH:10]1,1,0
I[C:21]1=[CH:18][C:16]([F:15])=[C:17]([F:19])[CH:20]=[CH:22]1,1,0
